"","hour","rent_count","temperature","humidity","wind_speed","visibility","solar_radiation","rainfall","snowfall"
"1948",3,63,-1.3,80,0.7,3920,0,0,0
"1949",4,64,-1.6,83,0.6,3680,0,0,0
"1950",5,79,-1.8,82,1.3,3750,0,0,0
"1951",6,164,-2.1,82,1.8,3810,0,0,0
"1952",7,404,-2.2,76,1.9,5270,0,0,0
"1953",8,727,-2.1,71,1.7,6100,0.06,0,0
"1954",9,384,-1.4,56,1.4,7090,0.54,0,0
"1955",10,265,1.1,38,3.1,11840,1.13,0,0
"1956",11,322,2.8,35,3.9,12650,1.71,0,0
"1957",12,356,4,23,3.5,17850,2.03,0,0
"1958",13,370,4.2,22,3.9,18120,2.21,0,0
"1959",14,335,5,20,3.7,18660,2.12,0,0
"1960",15,431,5.4,18,3.7,19400,1.82,0,0
"1961",16,393,5.1,17,3.4,20000,1.2,0,0
"1962",17,514,3.9,19,3.6,20000,0.58,0,0
"1963",18,764,3.2,20,2.9,20000,0.16,0,0
"1964",19,522,2.5,21,2.2,20000,0,0,0
"1965",20,358,1.8,19,3.1,20000,0,0,0
"1966",21,415,1.1,21,1.6,20000,0,0,0
"1967",22,319,0.5,22,2.9,20000,0,0,0
"1968",23,242,-0.5,26,3.3,20000,0,0,0
"1969",0,171,-1.4,28,3.4,19900,0,0,0
"1970",1,162,-2.2,31,1.1,19700,0,0,0
"1971",2,105,-2.9,31,1.6,19310,0,0,0
"1972",3,59,-3.4,32,0.9,19770,0,0,0
"1973",4,50,-3.8,32,1.1,20000,0,0,0
"1974",5,63,-4,35,1.8,20000,0,0,0
"1975",6,159,-4,34,3.4,20000,0,0,0
"1976",7,385,-4.1,35,3.5,19800,0,0,0
"1977",8,718,-4.3,36,1.9,19550,0.06,0,0
"1978",9,373,-3.8,28,1.7,19040,0.63,0,0
"1979",10,244,-1.8,25,2.6,19130,1.17,0,0
"1980",11,276,0.2,22,2.2,19070,1.57,0,0
"1981",12,351,2.2,17,2,18240,1.99,0,0
"1982",13,299,2.9,14,3.3,20000,2.14,0,0
"1983",14,365,3.3,14,2.9,19850,2.49,0,0
"1984",15,366,4.2,15,2.7,19950,2.21,0,0
"1985",16,409,3.7,14,3.9,20000,1.71,0,0
"1986",17,469,3.1,14,3.7,20000,1,0,0
"1987",18,784,1.8,16,3.4,20000,0.31,0,0
"1988",19,460,-0.1,39,2.8,20000,0,0,0
"1989",20,356,-1.1,43,1.5,20000,0,0,0
"1990",21,345,-1.6,52,2.2,20000,0,0,0
"1991",22,299,-2.2,55,1.4,20000,0,0,0
"1992",23,223,-2.7,58,1.1,20000,0,0,0
"1993",0,195,-2.7,58,1.7,20000,0,0,0
"1994",1,190,-2.2,58,1,20000,0,0,0
"1995",2,116,-2.9,57,0,19850,0,0,0
"1996",3,71,-2.8,57,0.5,19950,0,0,0
"1997",4,66,-2.4,58,0.3,20000,0,0,0
"1998",5,75,-2.4,59,1.1,19840,0,0,0
"1999",6,151,-3,62,0.8,19960,0,0,0
"2000",7,373,-3.7,64,0.7,18910,0,0,0
"2001",8,783,-3.6,63,0.9,14730,0.07,0,0
"2002",9,383,-1.9,51,0.9,16540,0.58,0,0
"2003",10,259,0.9,44,1.1,18260,1.16,0,0
"2004",11,308,2.7,44,0.9,17610,1.45,0,0
"2005",12,352,4.8,47,2.6,13730,1.72,0,0
"2006",13,316,4.5,51,3.8,11080,1.08,0,0
"2007",14,331,4.8,50,4.3,11680,1.01,0,0
"2008",15,356,5,49,4.4,11380,0.96,0,0
"2009",16,404,5,50,4.3,11210,0.74,0,0
"2010",17,465,4.6,52,3.9,10590,0.5,0,0
"2011",18,730,3.9,56,4,10040,0.18,0,0
"2012",19,499,3.5,60,2.7,9360,0,0,0
"2013",20,348,3,62,2.4,9750,0,0,0
"2014",21,393,2.9,64,2.5,11540,0,0,0
"2015",22,346,2.9,65,2.3,11500,0,0,0
"2016",23,202,2.9,63,2.6,12530,0,0,0
"2017",0,42,1.7,86,2.7,540,0,0.4,4
"2018",1,55,0.6,96,2.1,1180,0,0,40
"2019",2,62,0.7,97,1.4,1970,0,0,41
"2020",3,32,0.9,97,1.2,2430,0,3.7,41
"2021",4,36,1.1,96,2.5,2410,0,0,39
"2022",5,39,1,91,0.7,2570,0,0,38
"2023",6,63,0.4,95,0.3,1970,0,0,38
"2024",7,174,-0.1,97,0.5,1790,0,0,38
"2025",8,391,-0.2,97,0.4,1970,0.05,0,37
"2026",9,214,0.5,94,0.6,1990,0.37,0,37
"2027",10,184,2.2,83,0.8,2210,0.92,0,37
"2028",11,230,3.8,72,0.9,2360,1.1,0,34
"2029",12,283,5.3,70,0.9,2260,1.73,0,17
"2030",13,304,6.7,64,2,2410,1.94,0,6
"2031",14,312,7.8,57,2.1,2770,1.39,0,0
"2032",15,312,8.2,62,0.6,2910,1.22,0,0
"2033",16,354,8.3,60,2.7,3540,0.36,0,0
"2034",17,470,7.9,68,4.2,3520,0.27,0,0
"2035",18,669,7.5,70,5,3740,0.08,0,0
"2036",19,421,6.9,73,3.7,3690,0,0,0
"2037",20,295,6.4,77,2.8,3160,0,0,0
"2038",21,321,6,79,2.7,3060,0,0,0
"2039",22,291,5.7,81,2.5,2920,0,0,0
"2040",23,243,5.5,80,2.7,2580,0,0,0
"2041",0,226,4.6,82,3,2400,0,0,0
"2042",1,263,4,83,1.7,2350,0,0,0
"2043",2,197,3.7,82,1.6,2290,0,0,0
"2044",3,133,3.5,82,2.9,2170,0,0,0
"2045",4,63,2.7,82,2.8,2220,0,0,0
"2046",5,58,1.8,84,2.7,2140,0,0,0
"2047",6,72,1.2,83,2.5,2450,0,0,0
"2048",7,108,0.6,86,1.6,2110,0,0,0
"2049",8,203,0,77,2.8,2890,0.06,0,0
"2050",9,253,0.6,64,3.8,4300,0.65,0,0
"2051",10,259,0.8,60,2.9,4970,0.71,0,0
"2052",11,298,2.2,50,2.4,6080,1.1,0,0
"2053",12,363,4,37,1.4,7630,1.75,0,0
"2054",13,412,5.3,29,2.1,10070,2.08,0,0
"2055",14,454,6.9,19,1.9,18430,2.36,0,0
"2056",15,467,6.7,24,2.7,15360,1.95,0,0
"2057",16,509,5.9,21,3,18640,1.34,0,0
"2058",17,462,4.9,28,3.1,14770,0.77,0,0
"2059",18,379,3.5,30,2.9,17260,0.31,0,0
"2060",19,306,2.1,27,2.8,18830,0.01,0,0
"2061",20,233,1.1,32,1.4,17850,0,0,0
"2062",21,232,0.7,31,1.3,19230,0,0,0
"2063",22,219,0.1,32,0.9,19370,0,0,0
"2064",23,187,-0.6,39,1.3,17310,0,0,0
"2065",0,182,-1.1,44,1.2,17410,0,0,0
"2066",1,189,-1.4,43,0.6,17910,0,0,0
"2067",2,124,-1.5,46,1.1,17440,0,0,0
"2068",3,103,-1.3,42,0.8,16480,0,0,0
"2069",4,52,-1.1,43,0.7,15580,0,0,0
"2070",5,37,-0.7,41,0.9,14420,0,0,0
"2071",6,54,-0.8,44,0.6,15410,0,0,0
"2072",7,77,-1,47,0.9,15520,0,0,0
"2073",8,158,-1.3,54,0.6,15970,0.06,0,0
"2074",9,173,-0.3,48,1.1,13940,0.43,0,0
"2075",10,195,2.1,42,1.1,15640,1.12,0,0
"2076",11,244,4.3,29,2.6,12930,1.87,0,0
"2077",12,396,5.5,25,3.1,16520,2.28,0,0
"2078",13,482,6.1,22,2.4,17100,2.5,0,0
"2079",14,572,7,23,2.4,16450,2.52,0,0
"2080",15,612,7.5,21,2.7,19000,2.22,0,0
"2081",16,688,7.6,18,3.2,19300,1.73,0,0
"2082",17,589,6.9,25,2.9,17950,1.07,0,0
"2083",18,402,5.2,30,2.8,18770,0.36,0,0
"2084",19,297,3.1,40,2.6,18040,0.01,0,0
"2085",20,232,1.3,49,2.8,16830,0,0,0
"2086",21,239,0.2,55,2.5,19420,0,0,0
"2087",22,230,0,54,2.5,19290,0,0,0
"2088",23,173,-0.3,58,1,19450,0,0,0
"2089",0,135,-0.9,60,0.7,18440,0,0,0
"2090",1,122,-1.2,63,0.9,18460,0,0,0
"2091",2,80,-1.7,66,0.8,16310,0,0,0
"2092",3,46,-1.9,67,1,15750,0,0,0
"2093",4,46,-2.3,69,1.1,14110,0,0,0
"2094",5,65,-2.5,73,0.8,11340,0,0,0
"2095",6,161,-2.7,72,0.5,12530,0,0,0
"2096",7,402,-3.1,68,0.8,14170,0,0,0
"2097",8,786,-2.9,63,0.7,13860,0.11,0,0
"2098",9,416,-1.1,53,0.9,13080,0.72,0,0
"2099",10,289,1.9,46,1.1,12330,1.39,0,0
"2100",11,356,4.6,37,1.6,13090,1.95,0,0
"2101",12,428,6.9,28,1.1,13010,2.35,0,0
"2102",13,444,8.1,26,1.2,14220,2.48,0,0
"2103",14,455,9.9,25,1.5,14010,2.43,0,0
"2104",15,521,10.3,23,2.1,13170,2.09,0,0
"2105",16,555,9.5,31,3.1,9730,1.54,0,0
"2106",17,646,8.7,30,3.1,11170,0.96,0,0
"2107",18,929,7.2,26,2.3,13980,0.33,0,0
"2108",19,619,5.5,30,2.7,11500,0.01,0,0
"2109",20,483,4.3,32,1.7,11010,0,0,0
"2110",21,512,3.3,36,1.4,11100,0,0,0
"2111",22,443,2.7,40,1,10890,0,0,0
"2112",23,308,2.8,39,0.7,10650,0,0,0
"2113",0,236,2.6,40,1.8,10950,0,0,0
"2114",1,213,2.1,44,0.9,11070,0,0,0
"2115",2,145,1.5,44,1.2,10790,0,0,0
"2116",3,102,1.1,44,1,11280,0,0,0
"2117",4,62,0.9,46,0.8,11400,0,0,0
"2118",5,72,0.6,50,0.1,10260,0,0,0
"2119",6,183,0.6,50,0.4,9850,0,0,0
"2120",7,443,1.3,47,0.7,10840,0,0,0
"2121",8,767,2,51,0.7,9900,0,0,0
"2122",9,455,2.5,51,1,8660,0.07,0,0
"2123",10,261,3.3,47,0.7,8180,0.22,0,0
"2124",11,342,4.8,41,0.8,7920,0.53,0,0
"2125",12,353,5.4,37,0.7,8150,0.43,0,0
"2126",13,335,5.8,39,0.6,9310,0.35,0,0
"2127",14,357,6.3,40,0.8,9430,0.34,0,0
"2128",15,402,6.7,48,0.8,8170,0.39,0,0
"2129",16,411,6.9,54,1.1,6920,0.32,0,0
"2130",17,529,6.8,57,1,6230,0.16,0,0
"2131",18,897,6.6,62,0.8,5220,0.05,0,0
"2132",19,616,6.1,44,1,7500,0,0,0
"2133",20,461,5.9,44,1.3,7330,0,0,0
"2134",21,449,5.7,46,0.8,7270,0,0,0
"2135",22,461,5.4,49,1.1,6870,0,0,0
"2136",23,310,5.3,53,1.5,5820,0,0,0
"2137",0,266,5.1,52,1.1,6140,0,0,0
"2138",1,229,5,53,1.4,5570,0,0,0
"2139",2,174,5.2,54,1.3,5160,0,0,0
"2140",3,116,5.3,55,1.7,4880,0,0,0
"2141",4,72,5.4,56,1.7,4720,0,0,0
"2142",5,62,5.2,59,1.7,4370,0,0,0
"2143",6,165,5.2,60,1.9,4300,0,0,0
"2144",7,426,5.5,59,2.8,4480,0,0,0
"2145",8,816,5.7,57,2.5,4580,0.04,0,0
"2146",9,419,6.2,55,2.4,4780,0.13,0,0
"2147",10,285,6.5,53,2,5180,0.21,0,0
"2148",11,332,7.1,50,2.2,5340,0.33,0,0
"2149",12,305,7.6,48,2.6,6000,0.39,0,0
"2150",13,28,7.6,57,2.3,5540,0.33,0,0
"2151",14,17,5.7,80,3.7,3480,0.13,0,0
"2152",15,7,4.8,87,2.9,3120,0.08,4.5,0
"2153",16,9,4.2,89,2.5,4790,0.07,0,0
"2154",17,8,3.8,90,2.7,6540,0,0,0
"2155",18,11,3.6,90,2.1,8450,0,9.5,0
"2156",19,19,2.5,95,1.9,8380,0,0,0
"2157",20,8,2.7,96,1.5,14790,0,0,0
"2158",21,10,2.4,95,2.5,13490,0,9,0
"2159",22,13,2.3,96,1.9,12070,0,0,0
"2160",23,23,1.8,96,1.2,7450,0,0,0
"2161",0,71,2,96,1.3,18940,0,2,0
"2162",1,147,2.1,97,0.2,8590,0,0,0
"2163",2,180,2,97,1,5800,0,0,0
"2164",3,92,1.6,97,2.3,4690,0,0.1,0
"2165",4,28,1.6,97,1.1,6360,0,0,0
"2166",5,11,2.2,97,2.9,3620,0,0,0
"2167",6,33,3,96,2.7,3030,0,0.4,0
"2168",7,61,2.6,89,4.3,3200,0,0,0
"2169",8,148,1.5,80,3.2,12460,0.04,0,0
"2170",9,160,0.1,78,4.9,6150,0.09,0,0
"2171",10,191,0.1,53,5.3,10220,1.12,0,0
"2172",11,239,0.8,52,4.6,10350,2.2,0,0
"2173",12,311,0.5,46,4.7,11720,2.49,0,0
"2174",13,358,1.4,37,4,16810,2.95,0,0
"2175",14,375,1.2,36,6,14300,2.86,0,0
"2176",15,458,1.6,35,4.5,15670,2.54,0,0
"2177",16,460,1.4,33,4.8,14800,1.98,0,0
"2178",17,423,0.4,37,5.2,13660,1.23,0,0
"2179",18,317,-0.8,40,4.7,14290,0.43,0,0
"2180",19,231,-1.7,45,3.3,13750,0.01,0,0
"2181",20,246,-2.2,49,3.5,13250,0,0,0
"2182",21,212,-3,50,3.7,13010,0,0,0
"2183",22,190,-3.6,52,3.7,12770,0,0,0
"2184",23,190,-4,52,3.4,12720,0,0,0
"2185",0,156,-4.3,53,2.6,13340,0,0,0
"2186",1,108,-4.6,52,2.1,13720,0,0,0
"2187",2,71,-5.3,52,1.2,14340,0,0,0
"2188",3,49,-5.7,50,1.7,15590,0,0,0
"2189",4,47,-5.8,48,1.5,15520,0,0,0
"2190",5,65,-6.1,49,1,16210,0,0,0
"2191",6,135,-6.4,50,1.5,15930,0,0,0
"2192",7,401,-6.6,52,0.5,15550,0,0,0
"2193",8,617,-6.2,45,0.4,16000,0.17,0,0
"2194",9,343,-4.6,34,1.2,15830,0.87,0,0
"2195",10,274,-1.8,30,2.1,16080,1.59,0,0
"2196",11,343,0.1,30,1.8,16400,2.19,0,0
"2197",12,388,1.8,26,2.2,15560,2.61,0,0
"2198",13,375,2.3,22,3.1,16270,2.83,0,0
"2199",14,450,3.4,23,2.4,15450,2.74,0,0
"2200",15,463,4.3,22,1.3,18370,2.48,0,0
"2201",16,574,5.2,21,2.1,17210,1.97,0,0
"2202",17,631,4.3,21,2.5,19610,1.13,0,0
"2203",18,854,3.5,22,0.9,19610,0.43,0,0
"2204",19,568,2,26,2.3,19850,0.02,0,0
"2205",20,427,1.2,35,2.5,19770,0,0,0
"2206",21,396,1,34,1.4,18800,0,0,0
"2207",22,414,0.5,38,0.9,19070,0,0,0
"2208",23,284,0.3,38,0.2,18950,0,0,0
"2209",0,218,0.5,34,0.4,18890,0,0,0
"2210",1,229,0.6,36,0.4,19330,0,0,0
"2211",2,176,0.9,35,0.5,18560,0,0,0
"2212",3,149,0.8,38,0.8,15940,0,0,0
"2213",4,93,0.6,43,0.9,15990,0,0,0
"2214",5,55,0.8,39,1,14630,0,0,0
"2215",6,71,0.5,42,0.9,15430,0,0,0
"2216",7,159,0.1,43,1.4,15020,0,0,0
"2217",8,306,0.4,38,1.8,15640,0.16,0,0
"2218",9,329,2.2,30,1.5,15130,0.81,0,0
"2219",10,354,5.1,27,1.2,15630,1.54,0,0
"2220",11,431,8.1,21,2.1,17380,2.15,0,0
"2221",12,605,10.7,16,1.7,16570,2.56,0,0
"2222",13,771,12.2,14,1.6,18960,2.75,0,0
"2223",14,1025,14.4,14,1.4,18330,2.66,0,0
"2224",15,1238,16,14,2.2,18280,2.33,0,0
"2225",16,1285,15.8,15,2.6,18670,1.7,0,0
"2226",17,1197,15,22,2.5,19460,0.96,0,0
"2227",18,920,13.9,26,1.9,19950,0.41,0,0
"2228",19,630,12.7,32,2.3,20000,0.01,0,0
"2229",20,631,11.1,51,3.7,19570,0,0,0
"2230",21,588,10.3,52,2.2,18430,0,0,0
"2231",22,516,10.2,49,1.7,19720,0,0,0
"2232",23,215,9.4,74,1.6,5590,0,0,0
"2233",0,161,8.5,87,0.9,3030,0,0,0
"2234",1,118,8.3,91,0.1,2820,0,0,0
"2235",2,95,8.3,95,0.3,2430,0,0,0
"2236",3,90,8.5,96,0.4,2380,0,0.1,0
"2237",4,34,8.8,95,0.2,2180,0,0,0
"2238",5,15,8.8,96,1.2,1960,0,0,0
"2239",6,20,8.6,96,0.7,2240,0,0.2,0
"2240",7,23,8.4,97,2.6,1220,0,0,0
"2241",8,70,8.3,97,0.6,1520,0.01,0,0
"2242",9,157,8.8,97,1.3,1960,0.2,0.2,0
"2243",10,239,9.8,90,0.8,3350,0.64,0,0
"2244",11,273,10.1,88,0.7,4530,0.34,0,0
"2245",12,358,10.7,85,0.9,3930,0.52,0,0
"2246",13,429,10.8,84,1.2,4000,0.44,0,0
"2247",14,475,11.2,83,1.1,5180,0.45,0,0
"2248",15,468,11.7,81,1.2,6160,0.53,0,0
"2249",16,396,11.7,82,1.1,7530,0.32,0,0
"2250",17,492,11.8,82,1.7,9900,0.4,0,0
"2251",18,436,11.5,81,1.5,14750,0.07,0,0
"2252",19,289,11.2,81,2.3,16140,0,0,0
"2253",20,26,11.3,80,1.2,19780,0,0,0
"2254",21,7,10.6,89,2.1,6060,0,2,0
"2255",22,8,9.6,92,2.5,7210,0,0,0
"2256",23,9,8.7,91,2.9,9570,0,0,0
"2257",0,22,7.6,88,2.5,19740,0,9,0
"2258",1,23,7,88,2.5,20000,0,0,0
"2259",2,9,6.3,89,2.2,14560,0,0,0
"2260",3,2,5.7,92,2,4580,0,1.5,0
"2261",4,4,5.1,90,2.6,10050,0,0,0
"2262",5,22,4.7,89,2.3,12420,0,0,0
"2263",6,20,4.2,87,2,19790,0,2,0
"2264",7,85,3.8,87,2.2,20000,0,0,0
"2265",8,184,3.6,88,2.3,20000,0.03,0,0
"2266",9,211,3.7,85,1.8,20000,0.17,0,0
"2267",10,232,4.4,80,1.8,20000,0.56,0,0
"2268",11,322,6.1,66,1.9,20000,1.42,0,0
"2269",12,438,7.6,58,2.4,20000,1.85,0,0
"2270",13,465,8.3,51,2,20000,1.42,0,0
"2271",14,550,10,44,1.9,20000,2.46,0,0
"2272",15,637,10.3,43,2.5,20000,2.45,0,0
"2273",16,718,11,39,1.2,20000,1.96,0,0
"2274",17,865,10,43,1.4,20000,1.12,0,0
"2275",18,1155,8.1,47,1.7,20000,0.34,0,0
"2276",19,782,5.8,53,1.7,20000,0.02,0,0
"2277",20,578,4.3,57,1.3,20000,0,0,0
"2278",21,533,3.1,59,1.5,20000,0,0,0
"2279",22,466,2.3,63,1,20000,0,0,0
"2280",23,274,1.9,60,1.3,20000,0,0,0
"2281",0,224,1.3,69,0.8,20000,0,0,0
"2282",1,188,0.8,67,0.8,20000,0,0,0
"2283",2,122,0.3,71,0.9,19990,0,0,0
"2284",3,82,0.1,71,0.4,20000,0,0,0
"2285",4,79,-0.5,75,0.6,19670,0,0,0
"2286",5,80,-0.9,78,0.6,16870,0,0,0
"2287",6,214,-1,77,0.4,15780,0,0,0
"2288",7,583,-1,78,0.6,14840,0,0,0
"2289",8,997,-0.7,76,1,14610,0.2,0,0
"2290",9,556,1.2,62,0.8,13380,0.85,0,0
"2291",10,380,3.7,51,1.3,15960,1.56,0,0
"2292",11,475,6.3,41,1.3,15190,2.12,0,0
"2293",12,504,8.5,34,1.9,18760,2.55,0,0
"2294",13,528,9.3,27,2.2,18160,2.65,0,0
"2295",14,567,9.2,27,2.9,18800,2.32,0,0
"2296",15,616,10.1,24,1.8,18390,2.12,0,0
"2297",16,680,10.6,26,1.9,19550,1.75,0,0
"2298",17,883,10.2,27,2.8,18260,1.22,0,0
"2299",18,1246,8.7,28,3.2,20000,0.49,0,0
"2300",19,833,7.1,30,2.7,20000,0.02,0,0
"2301",20,666,6.1,31,2.8,20000,0,0,0
"2302",21,625,5.5,33,3.2,19950,0,0,0
"2303",22,514,4.5,40,1.3,18710,0,0,0
"2304",23,361,3.5,44,0.9,19050,0,0,0
"2305",0,289,2.8,45,1.7,14930,0,0,0
"2306",1,194,2.8,46,2,17090,0,0,0
"2307",2,134,2.6,50,1.3,19620,0,0,0
"2308",3,92,2.7,55,1.5,19890,0,0,0
"2309",4,49,2.6,61,1.7,19980,0,0,0
"2310",5,97,2.5,63,1.3,19870,0,0,0
"2311",6,232,2.4,65,1.8,19890,0,0,0
"2312",7,598,2.2,65,1.9,20000,0,0,0
"2313",8,1032,2.6,63,1.6,18570,0.14,0,0
"2314",9,566,3.8,58,2,17850,0.49,0,0
"2315",10,410,5.2,52,1.5,18080,0.74,0,0
"2316",11,441,8,43,1.7,19090,1.74,0,0
"2317",12,550,9.6,39,1.8,19820,2.09,0,0
"2318",13,509,9.9,39,1.9,19110,1.61,0,0
"2319",14,505,9.8,38,0.9,19080,0.93,0,0
"2320",15,620,10.2,34,2.3,19190,1.19,0,0
"2321",16,646,10.4,36,3.2,19630,1.02,0,0
"2322",17,849,10.4,37,1,20000,0.67,0,0
"2323",18,1365,9.6,42,2,20000,0.14,0,0
"2324",19,799,8.9,44,2.3,20000,0,0,0
"2325",20,587,8.5,46,1,19770,0,0,0
"2326",21,411,7.9,56,1.4,19750,0,0,0
"2327",22,147,7.2,60,1.4,19280,0,0,0
"2328",23,48,6,79,2,9180,0,0,0
"2329",0,49,5.2,83,1.5,7330,0,0.5,0
"2330",1,23,4.7,86,0.7,7170,0,0,0
"2331",2,19,4.2,88,0.9,5530,0,0,0
"2332",3,12,3.8,90,0.8,4480,0,2,0
"2333",4,8,3.3,90,1.3,6820,0,0,0
"2334",5,17,3.1,90,1.2,9740,0,0,0
"2335",6,32,3.1,89,0.2,9030,0,1.5,0
"2336",7,64,3,90,0.7,5780,0,0,0
"2337",8,88,3,94,0.3,4440,0.01,0,0
"2338",9,100,3.4,90,1.5,3860,0.21,0.5,0
"2339",10,165,3.6,88,2.6,6810,0.44,0,0
"2340",11,290,4.5,82,2,12260,0.73,0,0
"2341",12,375,5.6,72,3,17000,0.89,0,0
"2342",13,405,6.7,65,3.2,16510,1.76,0,0
"2343",14,452,7.7,62,2.4,17580,1.64,0,0
"2344",15,555,9.2,53,3.3,18960,2.23,0,0
"2345",16,594,9.5,56,3.1,9940,1.1,0,0
"2346",17,757,7.5,64,4.3,5380,0.88,0,0
"2347",18,1091,5.9,68,3.4,5430,0.38,0,0
"2348",19,683,4.5,72,2.7,5290,0.03,0,0
"2349",20,586,3.3,74,2.6,4940,0,0,0
"2350",21,533,3.1,74,3.2,4650,0,0,0
"2351",22,498,2.8,74,2.1,4690,0,0,0
"2352",23,315,2.8,73,1.8,4680,0,0,0
"2353",0,272,3,72,2.3,4730,0,0,0
"2354",1,228,2.8,73,2.6,4130,0,0,0
"2355",2,155,2.8,74,1.2,4150,0,0,0
"2356",3,105,2.7,75,0.7,4170,0,0,0
"2357",4,66,2.5,76,1,4030,0,0,0
"2358",5,88,2.5,76,0.7,5440,0,0,0
"2359",6,195,2.5,71,1.1,10550,0,0,0
"2360",7,574,1.6,76,0.7,10240,0,0,0
"2361",8,1041,1.8,67,0.7,19170,0.19,0,0
"2362",9,570,3.5,60,1.3,19690,0.71,0,0
"2363",10,361,4.8,54,1.3,19210,0.78,0,0
"2364",11,444,5.9,51,0.7,18660,0.91,0,0
"2365",12,510,6.8,51,1,16170,1.13,0,0
"2366",13,509,7.5,44,2,15260,1.24,0,0
"2367",14,542,8,42,1.5,16900,1.24,0,0
"2368",15,611,7.7,51,2.9,6700,0.94,0,0
"2369",16,686,9.6,38,1.7,10520,1.71,0,0
"2370",17,834,8.9,46,1.8,7890,1,0,0
"2371",18,1231,7,55,2,7050,0.35,0,0
"2372",19,718,5.4,60,3.9,9900,0.02,0,0
"2373",20,535,4.3,67,1.1,11250,0,0,0
"2374",21,537,3.5,69,1.4,11770,0,0,0
"2375",22,521,2.9,69,1.2,11790,0,0,0
"2376",23,309,2.5,72,1.5,10710,0,0,0
"2377",0,328,2.1,74,1.4,9700,0,0,0
"2378",1,305,2,75,1,6580,0,0,0
"2379",2,241,1.6,79,0.9,6850,0,0,0
"2380",3,139,1.3,80,0.6,7050,0,0,0
"2381",4,91,0.9,81,0.6,6200,0,0,0
"2382",5,79,0.8,80,0.3,5650,0,0,0
"2383",6,74,1.1,78,1.1,5380,0,0,0
"2384",7,208,0.9,78,1.1,5350,0,0,0
"2385",8,340,1.5,73,1.2,4660,0.11,0,0
"2386",9,381,2.7,71,1.3,4180,0.3,0,0
"2387",10,416,3.5,65,2.4,5390,0.87,0,0
"2388",11,497,5.7,58,2.3,7000,2.08,0,0
"2389",12,650,7.1,50,2.2,9090,2.47,0,0
"2390",13,757,8.2,42,3.1,12610,2.66,0,0
"2391",14,906,9.2,38,2.6,13770,2.53,0,0
"2392",15,931,8.1,36,4.7,19640,2.23,0,0
"2393",16,972,8.3,37,3.8,18670,1.73,0,0
"2394",17,829,7.7,46,2.8,16350,1.05,0,0
"2395",18,664,6.2,61,3.2,14110,0.4,0,0
"2396",19,573,5.3,67,2.6,13140,0.02,0,0
"2397",20,447,5.2,69,1.8,11960,0,0,0
"2398",21,470,5,73,2.2,11730,0,0,0
"2399",22,421,5,75,2.2,10840,0,0,0
"2400",23,345,5.1,75,1.4,9500,0,0,0
"2401",0,376,5.1,77,1.9,7180,0,0,0
"2402",1,222,4.8,80,1.3,5830,0,0,0
"2403",2,171,4.7,78,1.5,4660,0,0,0
"2404",3,115,4.4,80,1.6,3930,0,0,0
"2405",4,80,4.2,81,1.3,3330,0,0,0
"2406",5,45,3.9,85,1.6,2640,0,0,0
"2407",6,63,3.4,85,1.5,2340,0,0,0
"2408",7,119,2.9,84,1.9,2410,0,0,0
"2409",8,212,2.8,82,1.2,2400,0.19,0,0
"2410",9,289,3.9,77,2,2630,0.65,0,0
"2411",10,394,5.9,69,2.6,3300,1.43,0,0
"2412",11,425,7.6,54,1.6,4300,2.06,0,0
"2413",12,666,9.2,40,2.6,5920,2.47,0,0
"2414",13,843,10.3,31,2.1,8850,2.67,0,0
"2415",14,1154,11.6,20,2.7,16470,2.69,0,0
"2416",15,1294,11.9,26,2.8,13380,2.34,0,0
"2417",16,1205,11.9,25,2.7,14240,1.83,0,0
"2418",17,1028,11.1,25,2,17650,1.19,0,0
"2419",18,776,9.4,22,2.9,19950,0.55,0,0
"2420",19,596,7.8,28,1.9,19820,0.04,0,0
"2421",20,530,6.7,32,1.9,17220,0,0,0
"2422",21,533,5.7,34,1,15200,0,0,0
"2423",22,419,5.3,31,2.3,18420,0,0,0
"2424",23,288,4.2,34,1.7,14760,0,0,0
"2425",0,222,3.5,46,1.1,10400,0,0,0
"2426",1,163,2.9,51,0.8,11190,0,0,0
"2427",2,95,2.7,46,0.4,13630,0,0,0
"2428",3,60,2.3,48,0.8,14480,0,0,0
"2429",4,47,2.8,52,0.6,12490,0,0,0
"2430",5,106,3.3,53,0.4,12080,0,0,0
"2431",6,261,2.8,57,0.7,9200,0,0,0
"2432",7,662,3,53,0.5,10940,0,0,0
"2433",8,1066,3.8,47,0.8,12290,0.06,0,0
"2434",9,604,4.8,43,1,12000,0.18,0,0
"2435",10,406,6.6,40,1,10610,0.65,0,0
"2436",11,463,9.2,33,1.1,8920,1.54,0,0
"2437",12,581,11.7,32,1.6,6900,1.99,0,0
"2438",13,588,13.6,34,1.8,4580,2.23,0,0
"2439",14,603,14.9,34,2.8,4030,2.22,0,0
"2440",15,694,15.3,32,2.9,4580,2.02,0,0
"2441",16,752,14.5,34,3.1,4710,1.59,0,0
"2442",17,931,13.7,38,2.6,4360,1,0,0
"2443",18,1425,12.2,43,2.8,4630,0.41,0,0
"2444",19,946,10.6,47,2,4250,0.03,0,0
"2445",20,801,9.4,50,2.1,3910,0,0,0
"2446",21,771,8.7,49,1.7,4640,0,0,0
"2447",22,695,7.8,49,0.1,5280,0,0,0
"2448",23,397,6.8,56,0.9,4970,0,0,0
